,event,trial,time,PID,Exp
1811,focus,1777,2804141,OC1em,Exp1
1812,fullscreenenter,0,9490,LCVO7,Exp1
1813,fullscreenenter,0,6930,zTCj2,Exp1
1814,fullscreenexit,1774,4149064,zTCj2,Exp1
1815,blur,1774,4153893,zTCj2,Exp1
1816,focus,1774,4182891,zTCj2,Exp1
1817,blur,1774,4183637,zTCj2,Exp1
1818,focus,1774,4184197,zTCj2,Exp1
1819,blur,0,14334,riqro,Exp1
1820,focus,0,16110,riqro,Exp1
1821,fullscreenenter,0,17418,riqro,Exp1
1822,blur,21,89457,riqro,Exp1
1823,focus,21,91345,riqro,Exp1
1824,blur,23,95446,riqro,Exp1
1825,focus,23,96823,riqro,Exp1
1826,blur,25,102058,riqro,Exp1
1827,focus,25,105401,riqro,Exp1
1828,blur,26,107229,riqro,Exp1
1829,focus,26,118868,riqro,Exp1
1830,blur,122,484508,riqro,Exp1
1831,focus,122,484558,riqro,Exp1
1832,blur,122,485282,riqro,Exp1
1833,focus,125,506459,riqro,Exp1
1834,blur,624,1343038,riqro,Exp1
1835,focus,625,1345408,riqro,Exp1
1836,blur,696,1428650,riqro,Exp1
1837,focus,696,1471722,riqro,Exp1
1838,blur,697,1484764,riqro,Exp1
1839,focus,697,1484845,riqro,Exp1
1840,blur,697,1486081,riqro,Exp1
1841,focus,697,1488529,riqro,Exp1
1842,blur,697,1489176,riqro,Exp1
1843,focus,697,1553309,riqro,Exp1
1844,blur,1278,2097561,riqro,Exp1
1845,focus,1278,2186816,riqro,Exp1
1846,blur,1472,2370578,riqro,Exp1
1847,focus,1472,2370661,riqro,Exp1
1848,fullscreenexit,1472,2371817,riqro,Exp1
1849,blur,1472,2372300,riqro,Exp1
1850,focus,1472,2500966,riqro,Exp1
1851,blur,1614,2653269,riqro,Exp1
1852,focus,1614,2759238,riqro,Exp1
1853,blur,1614,2760048,riqro,Exp1
1854,focus,1614,2761783,riqro,Exp1
1855,blur,1790,3048130,riqro,Exp1
1856,focus,1790,3054424,riqro,Exp1
1857,focus,0,0,cXusF,Exp1
1858,blur,0,19513,cXusF,Exp1
1859,focus,0,19549,cXusF,Exp1
1860,fullscreenexit,0,19574,cXusF,Exp1
1861,blur,233,989015,cXusF,Exp1
1862,focus,233,1062399,cXusF,Exp1
1863,fullscreenenter,0,16954,HUU11,Exp1
1864,fullscreenenter,0,10061,qqObf,Exp1
1865,blur,0,0,uY1lB,Exp1
1866,focus,0,1477,uY1lB,Exp1
1867,blur,0,5638,uY1lB,Exp1
1868,focus,0,6093,uY1lB,Exp1
1869,blur,0,7245,uY1lB,Exp1
1870,focus,0,9730,uY1lB,Exp1
1871,fullscreenenter,0,16362,uY1lB,Exp1
1872,blur,211,610344,uY1lB,Exp1
1873,focus,211,610349,uY1lB,Exp1
1874,fullscreenexit,1738,2357243,uY1lB,Exp1
1875,blur,1739,2359799,uY1lB,Exp1
1876,focus,1739,2362900,uY1lB,Exp1
1877,blur,1741,2372417,uY1lB,Exp1
1878,focus,1741,2375022,uY1lB,Exp1
1879,blur,1775,2490965,uY1lB,Exp1
1880,focus,1775,2509343,uY1lB,Exp1
1882,fullscreenenter,0,17589,fvvnd,Exp1
1883,fullscreenenter,0,5897,r9g1Q,Exp1
1884,fullscreenenter,0,6609,jUXsK,Exp1
1885,blur,0,541,dbLtw,Exp1
1886,focus,0,2175,dbLtw,Exp1
1887,blur,0,5353,dbLtw,Exp1
1888,focus,0,6417,dbLtw,Exp1
1889,fullscreenenter,0,7763,dbLtw,Exp1
1890,fullscreenexit,1792,4241130,dbLtw,Exp1
1891,blur,1792,4242190,dbLtw,Exp1
1892,focus,1792,4251263,dbLtw,Exp1
1893,fullscreenenter,0,1226,ofIKF,Exp1
1894,fullscreenexit,1772,3637939,ofIKF,Exp1
1895,blur,1772,3641163,ofIKF,Exp1
1896,focus,1772,3648140,ofIKF,Exp1
1897,blur,1772,3654186,ofIKF,Exp1
1898,focus,1772,3672035,ofIKF,Exp1
1899,blur,1772,3684273,ofIKF,Exp1
1900,focus,1772,3688688,ofIKF,Exp1
1901,fullscreenenter,0,4402,vhG8j,Exp1
1902,blur,0,1120,VNNqO,Exp1
1903,focus,0,1349,VNNqO,Exp1
1904,blur,0,14666,VNNqO,Exp1
1905,focus,0,18370,VNNqO,Exp1
1906,fullscreenenter,0,20062,VNNqO,Exp1
1907,fullscreenenter,0,9278,dE8xe,Exp1
1908,focus,0,0,3C4ri,Exp1
1909,blur,0,9141,3C4ri,Exp1
1910,focus,0,11355,3C4ri,Exp1
1911,fullscreenexit,0,13220,3C4ri,Exp1
1912,blur,0,0,hYewb,Exp1
1913,focus,0,0,hYewb,Exp1
1914,blur,0,0,hYewb,Exp1
1915,focus,0,0,hYewb,Exp1
1916,blur,0,0,hYewb,Exp1
1917,focus,0,0,hYewb,Exp1
1918,fullscreenenter,0,6728,hYewb,Exp1
1919,blur,0,0,0Swud,Exp1
1920,focus,0,747,0Swud,Exp1
1921,fullscreenenter,0,10996,0Swud,Exp1
1922,fullscreenexit,1794,3566085,0Swud,Exp1
1923,blur,1794,3568365,0Swud,Exp1
1924,focus,1794,3995224,0Swud,Exp1
1925,fullscreenenter,0,8921,DqtDo,Exp1
1926,fullscreenenter,0,9331,IyKDo,Exp1
1927,focus,0,0,FbxWp,Exp1
1928,blur,0,8800,FbxWp,Exp1
1929,focus,0,41400,FbxWp,Exp1
1930,blur,0,43300,FbxWp,Exp1
1931,focus,0,47600,FbxWp,Exp1
1932,blur,0,49300,FbxWp,Exp1
1933,focus,0,51500,FbxWp,Exp1
1934,blur,0,52000,FbxWp,Exp1
1935,focus,0,1652400,FbxWp,Exp1
1936,fullscreenexit,0,1655000,FbxWp,Exp1
1937,fullscreenexit,1767,4004700,FbxWp,Exp1
1938,blur,1767,4005800,FbxWp,Exp1
1939,blur,0,393,nmVkL,Exp1
1940,focus,0,2935,nmVkL,Exp1
1941,fullscreenenter,0,4984,nmVkL,Exp1
1942,fullscreenenter,0,30471,qiYrA,Exp1
1943,fullscreenenter,0,3816,uNX9a,Exp1
1944,fullscreenexit,1778,2830931,uNX9a,Exp1
1945,blur,1778,2832842,uNX9a,Exp1
1946,focus,1778,2837992,uNX9a,Exp1
1948,fullscreenenter,0,19843,1Pbol,Exp1
1949,blur,3,101333,1Pbol,Exp1
1950,focus,3,135888,1Pbol,Exp1
1951,fullscreenexit,3,136023,1Pbol,Exp1
1952,fullscreenenter,0,18188,6qZr0,Exp1
1953,blur,0,1443,pcdhA,Exp1
1954,focus,0,3405,pcdhA,Exp1
1955,fullscreenenter,0,7658,pcdhA,Exp1
1956,blur,110,470718,pcdhA,Exp1
1957,focus,111,471644,pcdhA,Exp1
1958,blur,115,503424,pcdhA,Exp1
1959,focus,115,506453,pcdhA,Exp1
1960,blur,230,813288,pcdhA,Exp1
1961,focus,230,829761,pcdhA,Exp1
1962,blur,553,1460267,pcdhA,Exp1
1963,focus,554,1461683,pcdhA,Exp1
1964,blur,691,1626105,pcdhA,Exp1
1965,focus,692,1627436,pcdhA,Exp1
1966,blur,1770,2783996,pcdhA,Exp1
1967,focus,1770,2786403,pcdhA,Exp1
1968,blur,1770,2789994,pcdhA,Exp1
1969,focus,1770,2794608,pcdhA,Exp1
1970,fullscreenenter,0,9414,itC8i,Exp1
1971,blur,0,0,idMjZ,Exp1
1972,focus,0,479,idMjZ,Exp1
1973,blur,0,12992,idMjZ,Exp1
1974,focus,0,16838,idMjZ,Exp1
1975,blur,0,17410,idMjZ,Exp1
1976,focus,0,24155,idMjZ,Exp1
1977,fullscreenenter,0,25909,idMjZ,Exp1
1978,focus,0,0,2ykth,Exp1
1979,blur,0,11797,2ykth,Exp1
1980,focus,0,14958,2ykth,Exp1
1981,fullscreenenter,0,23086,2ykth,Exp1
1982,fullscreenenter,0,23778,5RMsI,Exp1
1983,fullscreenexit,1777,3229577,5RMsI,Exp1
1984,blur,1777,3233817,5RMsI,Exp1
1985,focus,1777,3238170,5RMsI,Exp1
1986,blur,1777,3249659,5RMsI,Exp1
1987,focus,1777,3254309,5RMsI,Exp1
1988,blur,0,16687,JSPH5,Exp1
1989,focus,0,19863,JSPH5,Exp1
1990,fullscreenenter,0,21728,JSPH5,Exp1
1991,fullscreenenter,0,5114,2qbeN,Exp1
1992,fullscreenenter,0,1251,z3PMJ,Exp1
1993,blur,596,1326745,z3PMJ,Exp1
1994,focus,596,1362092,z3PMJ,Exp1
1995,blur,620,1390896,z3PMJ,Exp1
1996,focus,621,1391422,z3PMJ,Exp1
1997,blur,624,1395341,z3PMJ,Exp1
1998,focus,624,1395989,z3PMJ,Exp1
1999,blur,1779,2901357,z3PMJ,Exp1
2000,focus,1779,2903754,z3PMJ,Exp1
2001,fullscreenenter,0,14863,X85Vs,Exp1
2002,fullscreenenter,0,11266,eKQrN,Exp1
2003,fullscreenenter,0,6599,JezMo,Exp1
2004,blur,339,1536649,JezMo,Exp1
2005,focus,339,1536650,JezMo,Exp1
2006,fullscreenenter,0,8526,1edMQ,Exp1
2007,blur,0,0,GStvD,Exp1
2008,focus,0,1647,GStvD,Exp1
2009,blur,0,26772,GStvD,Exp1
2010,focus,0,52884,GStvD,Exp1
2011,fullscreenenter,0,65648,GStvD,Exp1
2012,fullscreenenter,0,6013,7czqL,Exp1
2013,fullscreenexit,1767,3447530,7czqL,Exp1
2014,blur,1767,3451541,7czqL,Exp1
2015,focus,1767,3462352,7czqL,Exp1
2016,blur,0,19938,FbsuF,Exp1
2017,focus,0,46949,FbsuF,Exp1
2018,fullscreenenter,0,48351,FbsuF,Exp1
2019,blur,1,52182,FbsuF,Exp1
2020,focus,1,76838,FbsuF,Exp1
2021,blur,40,207246,FbsuF,Exp1
2022,focus,40,217209,FbsuF,Exp1
2023,blur,230,941930,FbsuF,Exp1
2024,focus,230,998785,FbsuF,Exp1
2025,blur,276,1204287,FbsuF,Exp1
2026,focus,276,1213650,FbsuF,Exp1
2027,blur,290,1248098,FbsuF,Exp1
2028,focus,290,1276159,FbsuF,Exp1
2029,blur,301,1323054,FbsuF,Exp1
2030,focus,301,1357107,FbsuF,Exp1
2031,blur,303,1374796,FbsuF,Exp1
2032,focus,306,1389008,FbsuF,Exp1
2033,blur,350,1515304,FbsuF,Exp1
2034,focus,350,1664376,FbsuF,Exp1
2035,blur,399,1708367,FbsuF,Exp1
2036,focus,399,1810453,FbsuF,Exp1
2037,blur,889,2444530,FbsuF,Exp1
2038,focus,889,2468753,FbsuF,Exp1
2039,blur,1602,3210791,FbsuF,Exp1
2040,focus,1602,3222939,FbsuF,Exp1
2041,fullscreenenter,0,10968,QoTqf,Exp1
2042,fullscreenenter,0,1330,d3y2u,Exp1
2043,blur,1,6390,d3y2u,Exp1
2044,focus,1,11112,d3y2u,Exp1
2045,blur,0,7787,jjmyJ,Exp1
2046,focus,0,19724,jjmyJ,Exp1
2047,fullscreenenter,0,22418,jjmyJ,Exp1
2048,fullscreenenter,0,12462,A7iWj,Exp1
2049,blur,263,3084161,A7iWj,Exp1
2050,focus,263,3085508,A7iWj,Exp1
2051,fullscreenenter,0,5614,THF1C,Exp1
2052,blur,0,0,7950P,Exp1
2053,focus,0,693,7950P,Exp1
2054,blur,0,9756,7950P,Exp1
2055,focus,0,10593,7950P,Exp1
2056,fullscreenenter,0,25664,7950P,Exp1
2057,fullscreenenter,0,35975,JIK6z,Exp1
2058,blur,0,0,twMeY,Exp1
2059,focus,0,0,twMeY,Exp1
2060,blur,0,0,twMeY,Exp1
2061,focus,0,704,twMeY,Exp1
2062,blur,0,15369,twMeY,Exp1
2063,focus,0,39669,twMeY,Exp1
2064,fullscreenenter,0,41531,twMeY,Exp1
2065,fullscreenenter,0,8972,nHeDQ,Exp1
2066,fullscreenenter,0,8439,hXAw3,Exp1
2067,fullscreenenter,0,13085,SPlAj,Exp1
2068,blur,396,1545056,SPlAj,Exp1
2069,focus,396,1545608,SPlAj,Exp1
2070,fullscreenenter,0,8857,khObZ,Exp1
2071,fullscreenexit,3,39410,khObZ,Exp1
2072,blur,1474,3693547,khObZ,Exp1
2073,focus,1474,3703603,khObZ,Exp1
2074,blur,1773,4433604,khObZ,Exp1
2075,focus,1773,4439409,khObZ,Exp1
2076,blur,1773,4453130,khObZ,Exp1
2077,focus,1773,4458252,khObZ,Exp1
2078,focus,0,0,YUOBu,Exp1
2079,fullscreenexit,0,5859,YUOBu,Exp1
2080,fullscreenenter,0,3471,YQYvJ,Exp1
2081,blur,56,322120,YQYvJ,Exp1
2082,focus,56,339072,YQYvJ,Exp1
2083,blur,60,355001,YQYvJ,Exp1
2084,focus,60,365770,YQYvJ,Exp1
2085,blur,61,382549,YQYvJ,Exp1
2086,focus,61,409419,YQYvJ,Exp1
2087,blur,62,415033,YQYvJ,Exp1
2088,focus,62,428214,YQYvJ,Exp1
2089,blur,346,1329285,YQYvJ,Exp1
2090,focus,346,1336720,YQYvJ,Exp1
2091,blur,886,1940868,YQYvJ,Exp1
2092,focus,886,1949996,YQYvJ,Exp1
2093,blur,1769,2849747,YQYvJ,Exp1
2094,focus,1769,2851930,YQYvJ,Exp1
2095,fullscreenenter,0,9725,tAjxI,Exp1
2096,blur,0,10351,WAUzY,Exp1
2097,focus,0,12768,WAUzY,Exp1
2098,fullscreenenter,0,20046,WAUzY,Exp1
2099,fullscreenenter,0,14980,HAvkp,Exp1
2100,fullscreenenter,0,7037,bvf1h,Exp1
2101,blur,1602,2323531,bvf1h,Exp1
2102,focus,1602,2354063,bvf1h,Exp1
2103,fullscreenenter,0,8961,VIY45,Exp1
2104,focus,0,0,xoV8y,Exp1
2105,blur,0,0,xoV8y,Exp1
2106,focus,0,0,xoV8y,Exp1
2107,fullscreenexit,0,43142,xoV8y,Exp1
2108,fullscreenexit,1272,3884073,xoV8y,Exp1
2109,blur,1272,3887640,xoV8y,Exp1
2110,focus,1272,3898731,xoV8y,Exp1
2111,blur,0,10326,CDy4a,Exp1
2112,focus,0,21940,CDy4a,Exp1
2113,fullscreenenter,0,69765,CDy4a,Exp1
2114,fullscreenexit,1783,3130949,CDy4a,Exp1
2115,fullscreenenter,0,9193,q3LFW,Exp1
2116,focus,0,0,jzXLc,Exp1
2117,blur,0,0,jzXLc,Exp1
2118,focus,0,0,jzXLc,Exp1
2119,fullscreenexit,0,4770,jzXLc,Exp1
2120,blur,940,2645707,jzXLc,Exp1
2121,focus,941,2647495,jzXLc,Exp1
2122,blur,1705,3626268,jzXLc,Exp1
2123,focus,1705,3626428,jzXLc,Exp1
2124,blur,1705,3626579,jzXLc,Exp1
2125,focus,1705,3628218,jzXLc,Exp1
2126,fullscreenenter,0,2688,kaCem,Exp1
2127,blur,1784,2158120,kaCem,Exp1
2128,focus,1784,2158909,kaCem,Exp1
2129,fullscreenenter,0,18759,pWT7q,Exp1
2130,fullscreenenter,0,7048,RweSp,Exp1
2131,blur,0,1488,xvFij,Exp1
2132,focus,0,3512,xvFij,Exp1
2133,fullscreenenter,0,14139,xvFij,Exp1
2134,blur,0,0,dQsUX,Exp1
2135,focus,0,0,dQsUX,Exp1
2136,fullscreenenter,0,15071,dQsUX,Exp1
2137,focus,0,0,2NKe6,Exp1
2138,fullscreenenter,0,11978,2NKe6,Exp1
2139,blur,64,505804,2NKe6,Exp1
2140,focus,64,526839,2NKe6,Exp1
2141,blur,64,530303,2NKe6,Exp1
2142,focus,64,545806,2NKe6,Exp1
2143,blur,124,855006,2NKe6,Exp1
2144,focus,124,991677,2NKe6,Exp1
2145,blur,124,1510859,2NKe6,Exp1
2146,focus,124,1549477,2NKe6,Exp1
2147,blur,230,1957297,2NKe6,Exp1
2148,focus,230,1960502,2NKe6,Exp1
2149,blur,396,2537658,2NKe6,Exp1
2150,focus,396,2559118,2NKe6,Exp1
2151,focus,0,0,4O32K,Exp1
2152,fullscreenexit,0,15991,4O32K,Exp1
2153,blur,0,0,CkHtM,Exp1
2154,focus,0,0,CkHtM,Exp1
2155,fullscreenenter,0,12127,CkHtM,Exp1
2156,fullscreenexit,1784,2548991,CkHtM,Exp1
2157,blur,1785,2556525,CkHtM,Exp1
2158,fullscreenenter,0,10493,M2Acg,Exp1
2162,blur,0,0,NCUc3,Exp1
2163,focus,0,332,NCUc3,Exp1
2164,fullscreenenter,0,7144,NCUc3,Exp1
2165,blur,1456,4601396,NCUc3,Exp1
2166,focus,1459,4605862,NCUc3,Exp1
2167,fullscreenenter,0,12100,5FkA1,Exp1
2168,fullscreenenter,0,4201,FYIj5,Exp1
2169,blur,95,363228,FYIj5,Exp1
2170,focus,95,363232,FYIj5,Exp1
2171,blur,95,363735,FYIj5,Exp1
2172,focus,95,363739,FYIj5,Exp1
2181,fullscreenenter,0,10804,NEOFV,Exp1
2182,fullscreenenter,0,13505,GCq3m,Exp1
2183,fullscreenenter,0,15278,qBGkp,Exp1
2184,fullscreenenter,0,7149,ZGrrY,Exp1
2185,fullscreenenter,0,12537,l6WpQ,Exp1
2186,fullscreenenter,0,62905,JY6WO,Exp1
2271,fullscreenenter,0,4516,BcmPt,Exp1
2272,blur,128,686569,BcmPt,Exp1
2273,focus,128,686890,BcmPt,Exp1
2274,blur,128,688300,BcmPt,Exp1
2275,focus,128,693158,BcmPt,Exp1
2276,fullscreenenter,0,9655,8gPGn,Exp1
2277,fullscreenexit,1778,3207783,8gPGn,Exp1
2278,blur,1778,3209644,8gPGn,Exp1
2279,focus,1778,3217299,8gPGn,Exp1
2280,focus,0,0,339Ys,Exp1
2281,blur,0,232895,339Ys,Exp1
2282,focus,0,235085,339Ys,Exp1
2283,blur,0,235914,339Ys,Exp1
2284,focus,0,322862,339Ys,Exp1
2285,fullscreenexit,0,400753,339Ys,Exp1
2286,fullscreenexit,1464,3721072,339Ys,Exp1
2287,blur,1464,3723580,339Ys,Exp1
2288,focus,1464,3728708,339Ys,Exp1
2289,blur,1464,3730336,339Ys,Exp1
2290,focus,1464,3815585,339Ys,Exp1
2291,blur,1781,4566892,339Ys,Exp1
2292,focus,1781,4571210,339Ys,Exp1
2293,blur,1781,4577654,339Ys,Exp1
2294,focus,1781,4580391,339Ys,Exp1
2351,fullscreenenter,0,11781,UiTO9,Exp1
2352,blur,0,0,MJ2Dl,Exp1
2353,focus,0,0,MJ2Dl,Exp1
2354,blur,0,0,MJ2Dl,Exp1
2355,focus,0,0,MJ2Dl,Exp1
2356,fullscreenenter,0,14768,MJ2Dl,Exp1
2357,focus,0,0,52UGI,Exp1
2358,blur,0,157,52UGI,Exp1
2359,focus,0,8367,52UGI,Exp1
2360,fullscreenexit,0,17353,52UGI,Exp1
2361,blur,1765,2637365,52UGI,Exp1
2362,focus,1765,2640345,52UGI,Exp1
2363,blur,1766,2645952,52UGI,Exp1
2364,focus,1766,2646794,52UGI,Exp1
2365,fullscreenenter,0,1680,zwAoN,Exp1
2366,blur,178,867093,zwAoN,Exp1
2367,focus,178,867113,zwAoN,Exp1
2368,blur,1672,2888711,zwAoN,Exp1
2369,focus,1672,2888765,zwAoN,Exp1
2370,blur,1677,2894581,zwAoN,Exp1
2371,focus,1677,2894584,zwAoN,Exp1
2372,blur,1681,2899860,zwAoN,Exp1
2373,focus,1681,2899863,zwAoN,Exp1
2374,blur,1693,2912606,zwAoN,Exp1
2375,focus,1693,2912609,zwAoN,Exp1
2376,blur,1725,2941034,zwAoN,Exp1
2377,focus,1725,2941040,zwAoN,Exp1
2378,blur,1733,2948813,zwAoN,Exp1
2379,focus,1733,2948817,zwAoN,Exp1
2380,blur,1737,2953700,zwAoN,Exp1
2381,focus,1737,2953703,zwAoN,Exp1
2382,blur,1740,2957841,zwAoN,Exp1
2383,focus,1741,2957845,zwAoN,Exp1
2384,blur,1745,2963073,zwAoN,Exp1
2385,focus,1745,2963076,zwAoN,Exp1
2386,blur,1749,2966698,zwAoN,Exp1
2387,focus,1749,2966702,zwAoN,Exp1
2388,blur,1769,2990421,zwAoN,Exp1
2389,focus,1769,2990424,zwAoN,Exp1
2390,blur,1773,2995415,zwAoN,Exp1
2391,focus,1773,2995418,zwAoN,Exp1
2392,blur,1793,3055231,zwAoN,Exp1
2393,focus,1793,3055233,zwAoN,Exp1
2394,blur,1797,3058943,zwAoN,Exp1
2395,focus,1797,3058945,zwAoN,Exp1
2396,blur,1805,3067985,zwAoN,Exp1
2397,focus,1805,3067988,zwAoN,Exp1
2398,blur,1809,3073246,zwAoN,Exp1
2399,focus,1809,3073249,zwAoN,Exp1
2400,blur,1817,3086301,zwAoN,Exp1
2401,focus,1817,3086304,zwAoN,Exp1
2402,fullscreenenter,0,4705,XikH0,Exp1
2403,blur,233,2651249,XikH0,Exp1
2404,focus,233,4079489,XikH0,Exp1
2405,blur,654,5383559,XikH0,Exp1
2406,focus,655,5384486,XikH0,Exp1
2407,blur,1103,5737866,XikH0,Exp1
2408,focus,1104,5739298,XikH0,Exp1
2409,blur,1126,5753594,XikH0,Exp1
2410,focus,1126,5754253,XikH0,Exp1
2411,blur,1137,5760913,XikH0,Exp1
2412,focus,1138,5761879,XikH0,Exp1
2413,fullscreenenter,0,4102,mRarI,Exp1
2414,blur,11,38897,mRarI,Exp1
2415,focus,11,41005,mRarI,Exp1
2416,blur,11,41774,mRarI,Exp1
2417,focus,11,50704,mRarI,Exp1
2418,blur,1079,1386457,mRarI,Exp1
2419,focus,1079,1399474,mRarI,Exp1
2420,blur,1079,1401116,mRarI,Exp1
2421,focus,1079,1568034,mRarI,Exp1
2422,blur,1079,1570808,mRarI,Exp1
2423,focus,1079,1641619,mRarI,Exp1
2424,fullscreenenter,0,10777,LBPHd,Exp1
2522,blur,0,1678,HgayM,Exp1
2523,focus,0,2970,HgayM,Exp1
2524,fullscreenenter,0,15337,HgayM,Exp1
2525,fullscreenenter,0,4325,pKoz9,Exp1
2526,focus,0,0,A8WPp,Exp1
2527,blur,0,0,A8WPp,Exp1
2528,focus,0,1512,A8WPp,Exp1
2529,fullscreenexit,0,12480,A8WPp,Exp1
2530,focus,0,0,YuIsp,Exp1
2531,blur,0,6963,YuIsp,Exp1
2532,focus,0,124663,YuIsp,Exp1
2533,fullscreenexit,0,134086,YuIsp,Exp1
2852,fullscreenenter,0,22261,O9Udf,Exp1
2853,blur,0,13131,o4rl9,Exp1
2854,focus,0,18143,o4rl9,Exp1
2855,fullscreenenter,0,26967,o4rl9,Exp1
2856,fullscreenenter,0,14094,vw1Wb,Exp1
2857,blur,0,0,oCeng,Exp1
2858,focus,0,1637,oCeng,Exp1
2859,fullscreenenter,0,4901,oCeng,Exp1
2860,fullscreenenter,0,13820,CzDFV,Exp1
2861,focus,0,0,CMpJs,Exp1
2862,blur,0,12762,CMpJs,Exp1
2863,focus,0,12868,CMpJs,Exp1
2864,blur,0,14599,CMpJs,Exp1
2865,focus,0,14727,CMpJs,Exp1
2866,blur,0,17696,CMpJs,Exp1
2867,focus,0,19084,CMpJs,Exp1
2868,blur,0,21319,CMpJs,Exp1
2869,focus,0,25444,CMpJs,Exp1
2870,fullscreenexit,0,33357,CMpJs,Exp1
2871,blur,751,1350382,CMpJs,Exp1
2872,focus,751,1350718,CMpJs,Exp1
2873,blur,752,1352125,CMpJs,Exp1
2874,focus,752,1352903,CMpJs,Exp1
2875,blur,753,1353276,CMpJs,Exp1
2876,focus,755,1356862,CMpJs,Exp1
2877,blur,1788,2401183,CMpJs,Exp1
2878,focus,1788,2403181,CMpJs,Exp1
2879,blur,1788,2404892,CMpJs,Exp1
2880,focus,1788,2408090,CMpJs,Exp1
2881,blur,1788,2409220,CMpJs,Exp1
2882,focus,1788,2425582,CMpJs,Exp1
2883,blur,1788,2437022,CMpJs,Exp1
2884,focus,1788,2613919,CMpJs,Exp1
2885,blur,1789,2621050,CMpJs,Exp1
2886,fullscreenenter,0,8252,tq3CA,Exp1
2887,fullscreenenter,0,12013,BxnWZ,Exp1
2888,fullscreenenter,0,6315,Xi1ER,Exp1
2889,blur,0,25861,azNOu,Exp1
2890,focus,0,31687,azNOu,Exp1
2891,fullscreenenter,0,34123,azNOu,Exp1
2892,blur,1799,3313811,azNOu,Exp1
2893,focus,1799,3344860,azNOu,Exp1
2894,blur,0,24675,WuiSU,Exp1
2895,focus,0,38463,WuiSU,Exp1
2896,blur,0,42066,WuiSU,Exp1
2897,focus,0,47423,WuiSU,Exp1
2898,blur,0,49930,WuiSU,Exp1
2899,focus,0,268967,WuiSU,Exp1
2900,blur,0,487213,WuiSU,Exp1
2901,focus,0,490198,WuiSU,Exp1
2902,fullscreenenter,0,491263,WuiSU,Exp1
2903,fullscreenexit,1274,4487493,WuiSU,Exp1
2904,blur,1274,4491407,WuiSU,Exp1
2905,focus,1274,4521597,WuiSU,Exp1
2906,blur,1467,4833879,WuiSU,Exp1
2907,focus,1467,4834661,WuiSU,Exp1
2908,blur,1467,4835527,WuiSU,Exp1
2909,focus,1467,4841123,WuiSU,Exp1
2910,blur,1769,5688960,WuiSU,Exp1
2911,focus,1769,5697021,WuiSU,Exp1
2912,blur,0,29,GDXdr,Exp1
2913,focus,0,1948,GDXdr,Exp1
2914,fullscreenenter,0,3055,GDXdr,Exp1
2915,fullscreenexit,1770,2293065,GDXdr,Exp1
2916,blur,1770,2294381,GDXdr,Exp1
2917,focus,1770,2298386,GDXdr,Exp1
2918,fullscreenenter,0,6506,Am7dh,Exp1
2919,blur,0,15268,5jaFQ,Exp1
2920,focus,0,38011,5jaFQ,Exp1
2921,fullscreenenter,0,38845,5jaFQ,Exp1
2922,fullscreenexit,1793,4168060,5jaFQ,Exp1
2923,blur,1793,4171018,5jaFQ,Exp1
2924,focus,1793,4180071,5jaFQ,Exp1
2925,blur,1793,4182396,5jaFQ,Exp1
2926,focus,1793,4190423,5jaFQ,Exp1
2927,fullscreenenter,0,20432,OM9WN,Exp1
2928,fullscreenexit,1811,7608234,OM9WN,Exp1
2929,blur,1811,7614186,OM9WN,Exp1
2930,focus,1811,7626325,OM9WN,Exp1
2931,focus,0,0,5y9oR,Exp1
2932,fullscreenexit,0,976396,5y9oR,Exp1
2933,fullscreenenter,0,33470,S80Fo,Exp1
2934,fullscreenexit,1776,2257224,S80Fo,Exp1
2935,fullscreenenter,0,6897,8dLtU,Exp1
2936,fullscreenexit,1754,3046182,8dLtU,Exp1
2937,blur,1754,3046193,8dLtU,Exp1
2938,focus,1754,3053012,8dLtU,Exp1
2939,fullscreenenter,0,8775,vM4nP,Exp1
